geometry,SPEED_LIMIT
"MULTILINESTRING ((285463.51270685584 5657822.541015975, 285459.50704261684 5657730.721399476, 285456.6429627687 5657673.466060245, 285456.03266982397 5657660.6401001625, 285455.40450073977 5657648.059882455, 285454.7688596359 5657635.468839153, 285454.1402291679 5657622.87750469, 285453.6316991433 5657610.3034517355, 285453.1227080026 5657597.718281828, 285452.6137177753 5657585.133112098, 285452.1051904816 5657572.559059667, 285451.6069086768 5657560.0625359425, 285451.10816578416 5657547.554895265, 285450.6098858458 5657535.058371885, 285450.1116068408 5657522.561848676, 285449.42828065733 5657506.119620198, 285449.26106624876 5657496.181830085, 285449.3446053073 5657486.701344779, 285449.785684005 5657477.206000782, 285449.85418224835 5657472.770896482, 285450.7784535561 5657459.524803311, 285452.36733543756 5657443.3445104845, 285456.1719831794 5657419.4771661, 285462.8994706267 5657387.191808694, 285464.67602656176 5657377.38483945, 285465.9113618529 5657371.453528401, 285468.0929979093 5657356.1840681145, 285470.6477140465 5657334.005725874, 285472.1314167467 5657315.2907400755, 285473.32120777457 5657291.699125131, 285474.64637297386 5657268.49165852, 285475.17150430806 5657257.467157602, 285475.88447401865 5657243.695318508, 285477.35893807776 5657217.318939523, 285478.3519747107 5657193.891417234, 285479.43279387907 5657172.576149326, 285480.06814760796 5657163.696381464, 285480.6145236587 5657152.336912947, 285481.20102741837 5657134.5055797575, 285482.77720603085 5657113.448143597, 285483.31708608835 5657094.493982507, 285483.59477347846 5657078.357066228, 285482.6795866196 5657064.274246642, 285481.03501754894 5657047.849696613, 285478.31072792935 5657031.470006279, 285473.6884310745 5657005.413766035, 285467.5357677075 5656973.797275343, 285462.5806003956 5656948.690321268, 285459.0463617028 5656926.341817606, 285455.740834141 5656909.329241889, 285452.9670953229 5656896.325916185, 285449.14434943494 5656880.726872567, 285445.91084025777 5656870.181505389, 285445.01495080756 5656867.044881943, 285442.0874725337 5656858.624972267, 285439.4508703825 5656851.796606154, 285436.1204625598 5656844.328891851, 285432.32808350277 5656836.223333194, 285423.5262690853 5656818.782120738, 285419.26664382924 5656810.25053326, 285413.9006370184 5656799.77152547, 285409.1014259235 5656790.594188933, 285402.86592820357 5656778.29155915, 285397.48083712894 5656767.523813393, 285392.69051311666 5656758.223619801, 285387.23203437764 5656747.380978036, 285381.2423667136 5656735.9256478585, 285376.17616973165 5656725.734890143, 285370.4897226326 5656714.478556904, 285363.98986814043 5656701.396272221, 285360.39914346416 5656694.429412999, 285355.0947981205 5656683.58039067, 285348.88243047317 5656670.319125875, 285335.1997471797 5656643.782087737, 285327.3847976396 5656628.805650192, 285315.3819980242 5656605.005171771, 285303.37863623793 5656581.19360182, 285291.37563664856 5656557.393174557, 285279.37908667204 5656533.581364217, 285277.6100504494 5656530.057885237, 285274.9055211128 5656524.813764324, 285271.31881486124 5656517.779967731, 285267.7055170593 5656510.613642799, 285262.69809353806 5656500.832570774, 285258.18471677555 5656492.122319114, 285252.8961705017 5656481.662491734, 285247.7691862559 5656471.5411763415, 285246.2410580821 5656468.575640534, 285239.9412882931 5656456.264698368, 285234.4215124587 5656445.31336641, 285226.7838674964 5656429.884219443, 285219.1821681077 5656415.489265307, 285212.1553383046 5656401.237455821, 285207.38127931976 5656391.8364911135, 285203.1274867489 5656383.460706554, 285196.81728122884 5656371.072284553, 285193.00206282776 5656363.446672095, 285188.35308133136 5656354.352335948, 285183.42806664214 5656344.701531403, 285179.8860573401 5656337.56569744, 285176.2173588873 5656330.423998805, 285173.28948118206 5656324.543301699, 285169.81841740524 5656317.593839688, 285166.5205725356 5656311.093763851, 285160.8752972991 5656300.002940368, 285157.4116029991 5656293.2313596485, 285150.75088987395 5656280.189381425, 285144.2159032738 5656267.131043033, 285138.4010101281 5656255.679795541, 285135.8246805023 5656250.653124147, 285132.1139467334 5656243.179108123, 285129.25595244917 5656237.629613062, 285124.39292234683 5656227.9540003035, 285121.4751146306 5656222.317906344, 285117.28741798084 5656214.017380597, 285110.42153628933 5656200.438297755, 285105.6210169133 5656190.916006503, 285102.9307296423 5656185.515453524, 285101.1665651747 5656182.114318056, 285098.92230279214 5656177.641797562, 285097.0087828173 5656173.690060411, 285094.84781024355 5656169.024757705, 285093.2319671365 5656165.3056349335, 285091.3966470933 5656161.038827695, 285088.71485757217 5656154.3238376845, 285086.8685019112 5656149.623173247, 285085.46077957266 5656145.672665123, 285083.9359156245 5656141.270441443, 285082.5978505451 5656137.305898954, 285080.9045158841 5656132.2313690195, 285079.1990040923 5656127.2018915815, 285077.49765300896 5656122.27246853, 285075.1441718253 5656115.176322194, 285070.98335824185 5656102.7988020815, 285068.45106936456 5656095.119872161, 285066.6142242176 5656089.9733630475, 285064.4040595656 5656083.2833009735, 285063.4059033769 5656080.228933736, 285062.4058227665 5656077.297146566, 285059.0624740068 5656067.346747637, 285057.081952933 5656061.4489481915, 285055.00848788116 5656055.343426575, 285053.39117446623 5656050.577556924, 285052.2972911715 5656047.2487662, 285049.4034446938 5656038.81648125, 285045.80141583836 5656028.052763722, 285041.2749507624 5656014.487751594, 285037.6326687562 5656003.770258639, 285033.3866997494 5655991.20698537, 285031.08074506023 5655984.242510962, 285028.6332173992 5655977.083475204, 285026.4598845017 5655970.4364366885, 285023.8395603356 5655962.839140261, 285021.6185170033 5655956.227497951, 285018.29052126536 5655946.142841851, 285016.25997974083 5655940.05781706, 285013.4865642741 5655931.820987713, 285009.43239911564 5655919.817698628, 285007.5829574365 5655914.371046773, 285004.54424852296 5655905.499354598, 285002.884851643 5655900.56820216, 285001.7301852327 5655897.130585248, 285000.71893928165 5655893.931998513, 284996.36268023157 5655880.916746324, 284993.1825096288 5655871.516402054, 284989.71477168833 5655861.114621082, 284985.2454073692 5655847.914765408, 284980.8124760311 5655834.746804842, 284975.37142265984 5655818.6251333235, 284970.2020981464 5655803.293971598, 284964.4836762983 5655786.248400559, 284959.551918771 5655771.731446689, 284956.7848303053 5655763.650283826, 284955.0767997232 5655758.565257577, 284952.48633987637 5655750.677197427, 284950.6876676208 5655745.440036736, 284949.33924751065 5655741.230949123, 284947.18101900455 5655734.950804374, 284946.13048800617 5655731.6536332, 284942.24223644275 5655720.2671089275, 284939.50884828286 5655711.984094883, 284937.34874795063 5655705.65948545, 284934.21040346543 5655696.424470082, 284931.5306433181 5655688.417635139, 284927.8408755178 5655677.412627022, 284925.62015797704 5655670.645090371, 284922.7656524433 5655662.322579787, 284920.2693804976 5655654.842654366, 284917.22347269044 5655645.804251804, 284914.96250527 5655639.082939626, 284910.9009401713 5655627.080011679, 284905.40170094813 5655610.582177129, 284901.02446179604 5655597.578989937, 284898.62379804056 5655590.540545072, 284895.6212938979 5655581.533752989, 284893.6847827577 5655575.856891116, 284890.5967867235 5655566.653206458, 284889.026387435 5655562.007918541, 284887.8268058931 5655558.3383257715, 284882.7827480694 5655543.157916745, 284877.01984053187 5655526.236764512, 284870.7360195917 5655508.279355179, 284866.0673179623 5655495.366280708, 284860.83100128575 5655481.3075296795, 284856.0468040261 5655468.321316953, 284853.6691872445 5655461.838744997, 284850.78127132193 5655453.562198766, 284847.1383213409 5655442.8448259365, 284845.3210696927 5655438.0093735475, 284842.0308106523 5655428.001178033, 284840.00501548947 5655422.038503089, 284837.01252873504 5655413.2763173, 284834.8622799454 5655406.349963195, 284832.4226934761 5655399.224069733, 284827.48660576064 5655384.618291962, 284825.1852148399 5655377.9432359515, 284822.50702481373 5655369.9809199, 284821.3097487673 5655366.1998779895, 284818.71418547246 5655358.534803664, 284816.45485584135 5655351.857998364, 284813.50067731086 5655343.005135311, 284811.61257789854 5655337.4821873, 284806.7119886682 5655322.719035311, 284804.6796411898 5655316.6007336145, 284801.4466138402 5655306.9576719785, 284799.4221283966 5655301.028362502, 284797.6199508372 5655295.713429925, 284795.8141928945 5655291.155920158, 284794.41196915385 5655287.684101832, 284791.86191772047 5655281.787823984, 284790.39782282483 5655278.686084068, 284788.5497719428 5655274.631474674, 284784.87516624306 5655266.53249826, 284781.93485178053 5655260.207026716, 284775.9734156636 5655247.303317195, 284773.03361140715 5655240.8219189765, 284768.2237542644 5655230.264561918, 284765.4110378784 5655223.967190732, 284760.38108371 5655213.0180991525, 284758.2026881629 5655208.286805459, 284753.17224360374 5655197.326603196, 284750.6757063025 5655191.873565897, 284744.93790742964 5655179.45056623, 284742.7576338979 5655174.674810162, 284736.87694469455 5655161.689815511, 284734.55327236536 5655156.507990912, 284729.92682545225 5655146.477564625, 284727.4825176569 5655141.267359781, 284725.3073108627 5655136.613898262, 284722.37017334864 5655130.199228753, 284720.3155818767 5655125.574152127, 284716.7954223964 5655117.814004116, 284714.2562707802 5655112.351619314, 284712.2104682402 5655107.937770063, 284710.84447968507 5655104.831959019, 284708.33522496256 5655099.412876113, 284705.97180067946 5655094.121353799, 284703.48166027386 5655088.823976328, 284700.4571305424 5655082.167957525, 284696.05249747605 5655072.573765819, 284693.1975435363 5655066.278184116, 284687.2292243764 5655053.218928846, 284684.60313482455 5655047.52631401, 284678.1003183761 5655033.275475864, 284675.6554528449 5655028.054176297, 284670.2724035209 5655016.396001103, 284667.3688878784 5655009.77949885, 284663.90040101984 5655002.251088269, 284658.91724334465 5654991.422620531, 284655.4417205702 5654983.894507457, 284652.01204301626 5654976.286530626, 284648.8444630847 5654969.235586849, 284645.0231656765 5654960.998025954, 284639.76757134765 5654949.535017079, 284634.9604740691 5654939.055592508, 284633.25004355895 5654935.273697983, 284629.0407169827 5654925.482089538, 284623.4127650771 5654913.010066629, 284616.32168228226 5654896.790394726, 284613.0615678223 5654889.375823819, 284607.49911597755 5654876.622673622, 284605.0388272461 5654871.034541184, 284598.29102330364 5654855.635806404, 284595.57329669024 5654849.434771657, 284589.28846819006 5654835.030156158, 284582.5041198106 5654819.599550994, 284575.5893702875 5654803.90711572, 284569.2605042049 5654789.459808696, 284563.87025203457 5654777.133832996, 284557.8436226869 5654763.364391222, 284551.7851383225 5654749.674237637, 284546.0126377317 5654736.439893239, 284539.1780940419 5654720.822104465, 284531.9738511981 5654704.596100363, 284526.3232261531 5654691.590554434, 284520.50527913077 5654678.280171455, 284516.56506905006 5654669.390592772, 284514.9629436174 5654665.682165613, 284511.53208849917 5654657.717942462, 284507.5287812989 5654648.663954224, 284504.3987623883 5654641.511282225, 284502.27073599194 5654635.976147809, 284500.6464580959 5654631.400008617, 284499.21620406717 5654626.927142089, 284497.5488033766 5654621.317116835, 284495.9327148333 5654614.747221592, 284494.8346314199 5654609.815046678, 284493.9941076761 5654605.161676683, 284492.9034101425 5654597.879413648, 284492.3446150167 5654593.915887375, 284492.0930063431 5654590.073186567, 284491.9154313464 5654585.815351386, 284491.7619812116 5654580.788098528, 284491.4375209196 5654575.367067379, 284491.06578473584 5654567.464590891, 284490.90867030405 5654563.528858096, 284490.78576128907 5654559.402379989, 284490.32321213826 5654549.153910873, 284489.9407970406 5654542.3432471035, 284489.57877066504 5654532.146267884, 284488.630810029 5654508.910730028, 284488.0690448544 5654496.28321022, 284487.5540646535 5654483.598057467, 284487.3014430782 5654477.372210303, 284486.7459475916 5654464.221018863, 284486.46671904804 5654457.862644732, 284486.1380623138 5654449.813599671, 284485.8737908681 5654443.476874673, 284485.58502525336 5654435.036392227, 284485.13590923324 5654426.457824075, 284484.7275510166 5654417.677101087, 284484.19824537594 5654405.827776829, 284483.76384126674 5654394.063586104, 284483.4309921247 5654383.386527093, 284483.3391298057 5654377.476931889, 284483.22828117525 5654373.639498177, 284482.79381788336 5654358.166890731, 284482.3250091361 5654344.566630395, 284482.1888629913 5654326.642712129, 284481.7659577213 5654314.143041165, 284481.254424653 5654293.283634375, 284480.7591879987 5654268.770811483, 284480.4661685715 5654255.341404269, 284480.1676817683 5654246.667465277, 284479.8164486511 5654233.86412423, 284479.31769754883 5654222.915576589, 284478.7576889982 5654210.666625779, 284478.4416485629 5654201.403190557, 284477.25624183886 5654176.685288909, 284476.62028767215 5654161.098588407, 284475.79376697075 5654142.290281811, 284474.40924534376 5654109.595893247, 284473.228130503 5654082.115990683, 284472.56483145326 5654065.873385462, 284472.4000117561 5654056.191599404, 284469.6491555347 5653993.597306406, 284466.9998389352 5653930.909693063, 284464.3439906227 5653868.233493688, 284461.57195782085 5653806.1412365595, 284461.11689679173 5653794.7231449215, 284460.9329434448 5653788.795122449, 284460.2469240428 5653773.35529076, 284459.5975909379 5653758.626658176, 284458.78554012935 5653737.467980975, 284457.90546651126 5653719.396919398, 284457.6465076936 5653712.681342022, 284457.3260447945 5653707.861514744, 284457.1019790485 5653701.645619696, 284456.9917396102 5653697.485209126, 284456.8387247177 5653695.164085667, 284456.87248091534 5653687.378345764, 284456.6253909834 5653681.45295699, 284456.6026134266 5653681.075269776, 284456.26401188236 5653673.460966815, 284456.12768612965 5653671.540057285, 284456.0178170301 5653668.905315977, 284455.7559549764 5653662.457133332, 284455.5378559631 5653656.552808594, 284454.0263723809 5653617.103951181, 284452.7270699941 5653593.192637173, 284451.80533772707 5653565.189663648, 284452.1393963423 5653548.593661761, 284452.07264637057 5653535.700515996, 284451.04562377953 5653510.396939566, 284448.98931294243 5653464.623072498, 284447.1665968169 5653422.091290219, 284444.8487947894 5653363.978088922, 284442.59795394633 5653316.909386017, 284441.08978818957 5653280.066320674, 284440.6672252978 5653263.190057722, 284440.36444785993 5653220.193999913, 284439.40576712205 5653201.0794090815, 284437.8075812756 5653169.830563223, 284437.82877866586 5653163.25921851, 284436.5431325621 5653137.988711353, 284435.257951154 5653112.72932199, 284433.9793238873 5653087.458523767, 284432.693681269 5653062.188018858, 284431.4080398033 5653036.917514699, 284430.12239948654 5653011.647011286, 284428.8367603207 5652986.376508625, 284427.55112230574 5652961.106006714, 284426.54714592727 5652935.678988601, 284425.5431735588 5652910.251971194, 284424.5387416679 5652884.813837453, 284423.5347773235 5652859.386821461, 284422.530816989 5652833.959806178, 284421.51938022126 5652808.521967131, 284420.5154278757 5652783.094953263, 284419.5114795428 5652757.6679401025, 284417.7449537609 5652717.828855506, 284415.98591546353 5652678.000597156, 284414.9316264256 5652654.569095946, 284413.57699255063 5652625.1142081665, 284412.5009231331 5652601.160207528, 284411.1945008221 5652572.861493529, 284410.220397881 5652550.17278861, 284409.1573142379 5652526.530067055, 284408.06271407893 5652502.131387572, 284406.989836661 5652478.422257653, 284406.15525980573 5652459.0797832785, 284405.64653126267 5652447.552586241, 284405.2683182603 5652439.661538127, 284404.82337013545 5652431.35009076, 284404.5703596046 5652425.113140603, 284404.48930086766 5652421.820157113, 284403.8710206118 5652411.711846147, 284403.41552302847 5652400.4497031085, 284403.07305674546 5652392.067165173, 284402.6901918608 5652381.704039389, 284401.9441705254 5652366.845828729, 284401.5442874202 5652355.7372766705, 284400.9237382342 5652343.0454254765, 284400.03818783135 5652322.480080142, 284399.178066937 5652302.693220322, 284398.7051736678 5652292.868394582, 284397.7159567439 5652273.020099737, 284397.01719532046 5652255.754467174, 284396.03334002406 5652235.360268149, 284394.80111044174 5652207.659837579, 284393.2848926408 5652172.810570122, 284392.5431062302 5652155.524460937, 284391.411791481 5652129.401188587, 284390.2809434477 5652103.289034031, 284389.149635148 5652077.165763203, 284388.0183300738 5652051.042493137, 284387.50743585627 5652039.12562008, 284386.606619252 5652018.193419686, 284385.70626825024 5651997.27233681, 284384.8054558787 5651976.34013739, 284383.9046456242 5651955.40793846, 284380.46344485704 5651876.071252176, 284377.0222736742 5651796.734572917, 284373.58066860755 5651717.386783652, 284370.2588712171 5651638.045144264, 284369.6796746788 5651623.814764724, 284368.94011288864 5651609.279253249, 284368.5670922459 5651600.162998916, 284368.2529347595 5651591.278154033, 284367.4465060433 5651574.295434345, 284366.28580603714 5651545.779092375, 284365.1860032737 5651524.120202223, 284364.87695641187 5651512.996739557, 284364.61980466265 5651506.659742514, 284363.6861941628 5651487.132103511, 284363.091251286 5651472.523747506, 284362.02180005464 5651446.364510549, 284361.55339976505 5651431.249744444, 284361.0219988001 5651422.719184842, 284360.38700324186 5651407.6559096975, 284360.3407311657 5651405.196706554, 284359.72915947076 5651393.562449317, 284358.71141759394 5651370.329917894, 284358.25722455024 5651361.796140263, 284357.4954500438 5651343.185657898, 284357.4898283957 5651342.038848871, 284356.5124337991 5651316.232141769, 284355.085896378 5651290.2771142265, 284355.05843396776 5651287.594400504, 284354.7730915841 5651269.955193073, 284354.36991495785 5651267.199051356, 284353.3060957353 5651244.547534421, 284352.97109482076 5651236.342879569, 284352.8237291264 5651231.627214019, 284352.22284018795 5651217.887745479, 284351.62763931445 5651205.128038088, 284350.785561167 5651186.108862629, 284349.8845895502 5651162.3035163395, 284349.15878033836 5651145.061309465, 284349.0865419324 5651144.340458764, 284348.19000783365 5651121.14742752, 284347.6453161258 5651110.779929164, 284346.1337896848 5651075.195517959, 284345.90578117064 5651069.725944147, 284344.5760061982 5651037.151905958, 284342.99364462355 5651000.879998146, 284341.41128910566 5650964.608091802, 284340.0401928418 5650933.572595118, 284338.6691008055 5650902.5370995095, 284336.7406010876 5650856.780333063, 284336.40834394365 5650847.6289795805, 284335.87775344006 5650838.274303479, 284335.5617851862 5650829.344997905, 284335.0480448208 5650817.695534687, 284334.53147145174 5650804.96596531, 284333.6810872238 5650785.746692054, 284332.7820460703 5650765.3601325145, 284332.28680935083 5650751.961494594, 284330.1299455905 5650724.511251521, 284329.2470055523 5650703.66743271, 284326.9289087144 5650633.5494881915, 284326.61043897027 5650586.433810913, 284323.89565235516 5650556.902063035, 284321.95426028746 5650534.621237668, 284317.12262816896 5650435.074539891, 284316.6285551491 5650424.571304591, 284316.36847766855 5650420.862612018, 284314.0871573229 5650370.68832285, 284313.36396127753 5650355.194428236, 284307.64658331405 5650247.388111381, 284307.0989291675 5650194.769532341, 284301.7848664959 5650079.5964538315, 284301.76023747 5650079.174300175))",60.0
"MULTILINESTRING ((284290.74227283517 5669121.625084446, 284292.4440808837 5669163.205232188))",50.0
"MULTILINESTRING ((286726.05711134034 5671785.35650786, 286726.8334264351 5671791.237755886, 286727.33371068863 5671795.192713638, 286728.2949196664 5671802.491756769, 286729.7099898552 5671813.302225652, 286730.9058790911 5671822.206317912, 286732.08072270744 5671831.278330825))",40.0
"MULTILINESTRING ((282180.47017102357 5658625.6476360755, 282157.97500834276 5658625.695055354))",
"MULTILINESTRING ((284713.33070122276 5671482.280404659, 284712.537154312 5671488.917745794, 284711.97142059775 5671498.652701165, 284710.9058740526 5671512.841025814, 284710.24599021574 5671522.836071775, 284709.92179487424 5671530.1442327285))",
"MULTILINESTRING ((291307.47176897636 5656168.55081325, 291320.9806705651 5656168.094047596, 291334.8150984596 5656167.523946224, 291353.9753056513 5656166.827807004, 291369.7056969311 5656166.248017355, 291387.192533894 5656165.508244738, 291406.65516109683 5656164.82235664, 291418.6515228045 5656164.3044468425, 291431.8693379755 5656163.770644165))",50.0
"MULTILINESTRING ((282799.5108831538 5652429.194423004, 282801.5215162841 5652478.066464693))",40.0
"MULTILINESTRING ((278932.4008945787 5667893.601708587, 278888.76111585525 5667870.150009343))",50.0
"MULTILINESTRING ((281602.1833292035 5662401.709783872, 281602.46273262834 5662405.985695863, 281602.66413094464 5662412.726193098, 281603.47172944783 5662432.449038269, 281604.3788380077 5662451.042829167, 281604.7917735389 5662461.616634034))",40.0
"MULTILINESTRING ((283889.1973671282 5645576.005817398, 283925.7697522411 5645574.436280178))",
"MULTILINESTRING ((276940.92999695416 5656894.840984986, 276942.9166898214 5656896.436941307, 276943.8428964108 5656897.388177431, 276944.82173720945 5656898.582167053, 276945.3889086811 5656899.515499829, 276945.919292431 5656900.572935253, 276946.4114478229 5656901.721122771, 276946.73772475665 5656902.932163641, 276946.96266869444 5656904.236682473, 276947.02903472073 5656905.447813006, 276946.99051496224 5656906.507547981, 276946.7691154317 5656907.887035259, 276946.42198694235 5656909.283091219, 276946.0449884408 5656910.312897028, 276945.55436344864 5656911.314198412, 276945.2913776472 5656911.893575693))",40.0
"MULTILINESTRING ((287899.20721962 5662542.919449644, 287899.73375791544 5662541.394410511, 287900.43535204243 5662539.349907841))",
"MULTILINESTRING ((287266.3115045106 5639227.709049893, 287271.7916048373 5639226.615970549, 287285.0562743797 5639224.947890363, 287293.9440546035 5639224.639503676))",40.0
"MULTILINESTRING ((292096.9891423574 5658567.45699966, 292146.65271068574 5658565.434214581))",40.0
"MULTILINESTRING ((281686.86889855145 5649094.961243162, 281643.56759151106 5649096.542589553))",40.0
"MULTILINESTRING ((278945.2555841763 5657699.086711297, 278948.4056614606 5657655.705675555))",50.0
"MULTILINESTRING ((280902.56974255067 5648582.394333382, 280916.7853358323 5648582.160290909, 280931.0084208329 5648581.937107205, 280945.22401118267 5648581.703142826, 280959.44662286446 5648581.468920371))",40.0
"MULTILINESTRING ((290688.26858964073 5644870.4962507235, 290665.95076697605 5644884.503741456, 290663.37564041116 5644886.099867664, 290661.70836166455 5644886.646020061, 290659.90096337715 5644886.685609274, 290658.1165794856 5644886.423617141, 290656.2759553935 5644885.640538976, 290654.88701879105 5644884.538566186, 290653.898645776 5644883.420415715, 290653.0016083518 5644881.775218457, 290652.4889707433 5644879.713626035, 290652.56814217474 5644877.839701745, 290652.8988191396 5644876.267407385, 290653.73906501033 5644874.763614784, 290676.7813224732 5644838.779192711))",40.0
