CROSS_STREET_NAME1,CROSS_STREET_NAME2,CROSSWALK_TYPE,CROSSWALK_COMP,NUMBER_OF_CROSSWALKS,MATERIAL,DIRECTION,POINT
BRENTWOOD RD NW,BRISEBOIS DR NW,SIGNAL,STOP X,1,PAINT,E,POINT (-114.13357700472014 51.08960843082901)
SPRINBLUFF BLVD SW,AT 135 (PATHWAY),MID BLOCK,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.19502465122649 51.02064589826758)
37 AVE NE,26 ST NE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.9977680075857 51.086659291883166)
SIENNA PARK DR SW,SIENNA PARK VIEW SW,RSM,REGULAR CROSSWALK,2,PAINT,SW,POINT (-114.18032929370601 51.0259185781302)
DEER RUN BLVD SE,DEERMOSS CRES SE,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.01088931114015 50.92900790157325)
MACLEOD TR S,45 AVE SE,SIGNAL,REGULAR CROSSWALK,3,PAINT,NSW,POINT (-114.0658498550736 51.012834154176396)
29 AVE SW,6 ST SW,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.08021952860523 51.02825896937917)
GARRISON BLVD SW,YPRESS GREEN SW,SCHOOL,LADDER CROSSWALK,2,PAINT,SW,POINT (-114.11390139522642 51.018498608506114)
BERKSHIRE BLVD NW,BEDDINGTON BLVD NW,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.08900435611515 51.13355775816357)
51 AVE SE,80M W OF 4 ST SE,RSM,X RRXING,2,PAINT,EW,POINT (-114.0549841750993 51.00742370755523)
CROWCHILD TR SW,FLANDERS AVE SW,RSM,REGULAR CROSSWALK,3,PAINT,NES,POINT (-114.11764660942715 51.01611217671218)
ABERGALE DR NE,ABERGALE PL NE,SCHOOL,LADDER CROSSWALK,1,PAINT,S,POINT (-113.92951125760743 51.056920646015946)
STRATHCONA DR SW,STRATFORD PL,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.17563912852036 51.04954246415632)
11 ST SE,64 AVE SE,REGULAR,REGULAR CROSSWALK,2,PAINT,NS,POINT (-114.0388073052996 50.99541842333507)
WOODPARK AVE SW,WOOD PARK CLOSE SW,REGULAR,REGULAR CROSSWALK,2,PAINT,NW,POINT (-114.1160357369803 50.94637794665618)
COLLINGWOOD DR NW,CARMANGAY CRES NW,REGULAR,LADDER CROSSWALK,1,PAINT,S,POINT (-114.10513765886355 51.085054455611164)
COUNTRY HILLS BLVD NE,COVENTRY HILLS BLVD NE,SIGNAL,RIGHT TURN,2,PAINT,NW,POINT (-114.05248249519221 51.15424206595046)
17 AVE SE,100 ST SE,SIGNALIZED,STOP X,1,PAINT,E,POINT (-113.88864442201275 51.037765880899045)
"9 ""A"" ST NW",3 AVE (W. OF LRT),REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.08457939979307 51.05560525816632)
PANAMOUNT BLVD NW,PANAMOUNT SQUARE NW,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-114.07958728197514 51.15815638598107)
SHAWVILLE BLVD SE,SHAWVILLE RISE SE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.06685820603606 50.90576913243478)
THORTON RD NW,54 AVE NW,SCHOOL,LADDER CROSSWALK,2,PAINT,NW,POINT (-114.06724549066622 51.10100481968405)
SAFE HILL DR NW,SAGE HILL ROW NW,RSM,RIGHT TURN,1,PAINT,W,POINT (-114.14126930748489 51.17463160322191)
MARTINDALE BLVD NE,MARTINDALE DR NE,RSM,"""X"" RRXING",2,PAINT,NS,POINT (-113.9549180226316 51.12168417767759)
15 AVE SW,1 ST SW,RSM,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.06600384932948 51.038659289462586)
TUSCANY SPRINGS BLVD NW,TUSCARORA WAY NW,RSM,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.23700388365337 51.12894249087721)
76 AVE SE,20 ST SE,SCHOOL,LADDER CROSSWALK,2,PAINT,EW,POINT (-114.01159406398702 50.985036905148554)
6 AVE NW,16 ST NW,RSM,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.09780436475901 51.057672966798506)
14 ST NW,BERKLY GATE NW,SIGNAL,RIGHT TURN,1,MMA,E,POINT (-114.09870386818791 51.12583131513563)
12 AVE SW,2 ST SW,DOWNTOWN,STOP LINE,4,PAINT,NSEW,POINT (-114.06828153522999 51.04157306466097)
SHAWINIGAN DR SW,SHAWBROOKE CLOSE SW,CORRIDOR,LADDER CROSSWALK,2,PAINT,NW,POINT (-114.08802569136063 50.90737276922993)
SCURFIELD DR NW,SCOTIA POINT NW,SCHOOL,LADDER CROSSWALK,1,PAINT,W,POINT (-114.21529070020138 51.122409915148225)
16 AVE NW,OFF RAMP TO UNIVERSITY DR NW,RSM,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.12044673781291 51.06745615151666)
WOODBINE BLVD SW,WOODMONT DR  SW/ N LEG,REGULAR,REGULAR CROSSWALK,3,PAINT,NSE,POINT (-114.13321971652401 50.94146195605335)
COUNTRY HILLS BLVD NW,STONEY TR NW,CORRIDOR,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.2071219956679 51.145705974314254)
NORTH SERVICE RD,CROSSROADS HOTEL ENTRAN,MULTIWAYS,STOP LINE,1,PAINT,W,POINT (-114.01068755765345 51.06722850893182)
COVENTRY HILLS WAY NE,COVEPARK SQ NE,SCHOOL,LADDER CROSSWALK,2,PAINT,NE,POINT (-114.0608058175109 51.16614348743438)
SUNRIDGE WAY NE,29 ST,SIGNAL,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-113.99182895612478 51.069248321897355)
HUNTERVIEW DR NW,HUNTERBROOK RD NW,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.08533418127821 51.123961273539415)
FAIRMOUNT DR SE,FLINT RD SE,SIGNALIZED,STOP X,1,,N,POINT (-114.0636573039656 50.9883062147756)
12994 COVENTRY HILLS WY NE,,MID BLOCK,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.04804038500876 51.17128360689142)
PENBROOKE DR SE,PENBROOKE CL SE,SCHOOL,LADDER CROSSWALK,1,PAINT,S,POINT (-113.94265364455472 51.045842604222024)
6 AVE SE,RIVERFRONT LANE SE,RSM,REGULAR CROSSWALK,1,MMA,W,POINT (-114.05233093444822 51.04715953655518)
OLD BANFF COACH RD SW,PATTERSON BLVD SW,SIGNAL,RIGHT TURN,1,PAINT,E,POINT (-114.17981819559121 51.059972869556454)
MAHOGANY BLVD SE,MAHOGANY VIEW,RSM,LADDER CROSSWALK,1,PAINT,S,POINT (-113.93662562785664 50.90092090405858)
90 AVE SE,38 ST,SIGNALIZED,STOP LINE,3,PAINT,NEW,POINT (-113.97868020067696 50.97233694408217)
HERITAGE DR SE,GLENDEER CIRCLE SE,SIGNAL,DOUBLE CROSSHATCH R/L,,PAINT,,POINT (-114.02918268587248 50.98705560030168)
COUNTRY HILLS BLVD NE,BARLOW TR NE,SIGNAL,RIGHT TURN,4,PAINT,NSEW,POINT (-114.00170748392613 51.154326309610965)
14 AVE NW,160m W OF 14 ST NW,MIDBLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.09709671753622 51.064404976478194)
EVERSTONE DR SW,EVERSYDE CL SW,RSM,LADDER CROSSWALK,1,PAINT,S,POINT (-114.10573297849622 50.91623573611505)
3 AVE SW,7 ST SW,DOWNTOWN,STOP LINE,4,MMA,NSEW,POINT (-114.07845387616959 51.05073338358303)
RICHARD WAY SW,RICHARD WAY SW,MULTIWAY STOP,STOP LINE,3,PAINT,NSE,POINT (-114.13124924122629 51.005804608634875)
68 ST NE,37 AVE NE,CORRIDOR,RIGHT TURN,1,PAINT,W,POINT (-113.93513620566048 51.08649127471872)
MAHOGANY RD SE,MAHOGANY PR,RSM,REGULAR CROSSWALK,3,PAINT,SEW,POINT (-113.93959897672681 50.89389488925238)
30 AVE SW,7 ST SW,CORRIDOR,LADDER CROSSWALK,1,PAINT,E,POINT (-114.08163322219735 51.02641484832026)
SADDLECREST TERRACE NE,SADDLECREST PARK NE,SCHOOL,LADDER CROSSWALK,1,PAINT,N,POINT (-113.93807248255575 51.13655960997065)
MARBANK DR NE,MARLYN WAY,REGULAR,STOP LINE,1,PAINT,N,POINT (-113.97667614963834 51.06320919825584)
MONTGOMERY BLVD NW,MONTGOMERY RD NW,PENDING WO,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.16187824113523 51.06784635006177)
NOLAN HILL BLVD NW,NOLAN HILL AVE NW,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.17168066737106 51.17590120999628)
19 ST SE,MAYNARD RD SE,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.00843267429258 51.046848120755335)
NORTHMOUNT DR NW,CAROL DR NW,SCHOOL,LADDER CROSSWALK,2,PAINT,SW,POINT (-114.09706462685038 51.083069791288935)
RICHMOND RD SW,SARCEE TR SW,SIGNAL,RIGHT TURN,2,PAINT,NE,POINT (-114.1642462533533 51.01797694661806)
4 ST NE,GODDARD AVE NE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.05386289611559 51.09747722847146)
ELBOW DR SW,CANDLE CRESCENT SW,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.08510569472348 50.93850782599164)
14 AVE SE,47 ST SE,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-113.96575367377775 51.04097720144802)
BOWNESS RD NW,33 AVE NW,CORRIDOR,REGULAR CROSSWALK,2,PAINT,EW,POINT (-114.17327483060038 51.08240101526547)
33 ST SW,LRT BUS LOOP N/LEG,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.13560824417186 51.04073998335066)
64 AVE NE,11 ST,SIGNALIZED,RIGHT TURN,4,PAINT,NSEW,POINT (-114.03640714028352 51.11051524973723)
RIVERFRONT AVE SE,1 ST SE,DOWNTOWN,REGULAR CROSSWALK,3,MMA,SEW,POINT (-114.06009694142979 51.051153642880365)
76 AVE E OF BARLOW TR,RAILROAD CROSSING,REGULAR,"""X"" RRXING",3,PAINT,EW,POINT (-113.978686576482 50.985159354048015)
20 AVE NW,20 ST NW,REGULAR,REGULAR CROSSWALK,2,PAINT,NW,POINT (-114.1080046148296 51.07053125139485)
ROYAL ELM DR NW,ROYAL RIDGE MT NW,RSM,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.23089101882809 51.14102273915833)
16 ST SW,42 AVE SW,RSM,REGULAR CROSSWALK,2,PAINT,NS,POINT (-114.10049356942046 51.01604840017884)
GREENBRIAR DR NW,BY 130 GREENBRIAR DR NW,RSM,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.22132152022222 51.08877082946207)
COUNTRY HILLS BLVD NW,NOSE HILL DR NW,SIGNAL,RIGHT TURN,4,PAINT,NSEW,POINT (-114.18194216866958 51.14116408334286)
MIDPARK BLVD SE,MIDPARK DR SE,RSM,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.05654451459817 50.90808531026737)
FRONT ST SE,41 ST SE,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-113.95032240561866 50.88114140073815)
SARCEE TR NW,112 AVE NW,SIGNALIZED,RIGHT TURN,4,PAINT,NSEW,POINT (-114.16240697558844 51.16002133405628)
CITADEL BLVD NW,CITADEL DR NW,SCHOOL,LADDER CROSSWALK,3,MMA,NSE,POINT (-114.17320874465749 51.14465027713686)
48 ST NE,RUNDLEHORN DR NE,MULTIWAYS,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-113.96387194191072 51.07102147757367)
7 AVE SE,5 ST SE,DOWNTOWN,REGULAR CROSSWALK,5,MMA,NSEW,POINT (-114.05069082028841 51.046160723567084)
12 ST NW,7 AVE NW,SCHOOL,LADDER CROSSWALK,2,PAINT,SW,POINT (-114.09176054137208 51.058902811407144)
5 AV NW,23 ST NW,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.11541293856578 51.05724011056585)
FRONTENAC AVE SW,MARQUETTE ST SW,RSM,STOP LINE,1,PAINT,S,POINT (-114.0849933274304 51.02911738753841)
85 ST SW,BROADCAST AVE,SIGNALIZED,REGULAR CROSSWALK,3,PAINT,NSE,POINT (-114.21095996460072 51.06468118668543)
DALGETTY DR NW,DALGETTY PL NW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.15020541975396 51.1043399814881)
52 ST NE,MARBANK DR NE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.95838525251853 51.062203122976165)
DOUGLASBANK DR SE,BY 67 DOUGLASBANK DR SE,MIDBLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.0079297777845 50.945318046368264)
34 AVE NW,49 ST NW,SIGNAL,STOP X,1,PAINT,W,POINT (-114.15831261243663 51.08310299660524)
MEMORIAL DR NE,MADIGAN DR NE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.94185974747357 51.052419289708105)
17 AVE SE,19 ST SE,SIGNALIZED,REGULAR CROSSWALK,3,PAINT,SEW,POINT (-114.01779603355347 51.03738213996864)
WALDEN GATE SE,WALDEN LI SE,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.03576215601167 50.87580769363493)
ACADIA DR SE,FAIRMOUNT DR SE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.05918173990888 50.972253332299694)
WENTWORTH DR SW,WENTWORTH RD SW,SCHOOL,LADDER CROSSWALK,2,PAINT,NS,POINT (-114.20740385561145 51.056422032259206)
NORHTLAND DR NW,NORHTLAND VILLAGE MALL,SIGNAL,LADDER CROSSWALK,3,PAINT,NSW,POINT (-114.1413308432554 51.09889581970832)
GARRISON SQUARE SW,GARRISON BLVD SW,REGULAR,REGULAR CROSSWALK,2,PAINT,SW,POINT (-114.11368126598019 51.021141457196016)
RICHARDSON WAY SW,SARCEE RD/LINCON WY,SIGNAL,RIGHT TURN,2,PAINT,NS,POINT (-114.13875751043274 51.01245312108637)
8 AVE SW,7 ST SW,DOWNTOWN,STOP LINE,4,MMA,NSEW,POINT (-114.07878041788899 51.045999027821395)
137 AVE SE,DEER RIDGE DR SE,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.02624998398605 50.92818656599326)
CHAPARRAL DR SE,CHAPARRAL RD SE,SCHOOL,LADDER CROSSWALK,1,PAINT,W,POINT (-114.02858038030166 50.88529999177184)
CRANSTON DR SE,CRANBERRY RD,SCHOOL,LADDER CROSSWALK,3,PAINT,SEW,POINT (-113.97657976021347 50.88255820221269)
TUSCANY BLVD NW,TUSCANY SPRINGS BLVD NW,SIGNAL,RIGHT TURN,1,PAINT,N,POINT (-114.2386214483794 51.12547533048957)
19 ST SW,NORTH of SOUTHLAND DR SW,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-114.10634874363852 50.96252165634698)
TARACOVE RD NE,TARALEA CIR,SCHOOL,LADDER CROSSWALK,1,PAINT,N,POINT (-113.93707172102812 51.116570676026946)
MARLBOROUGH DR,MARPOLE RD NE,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-113.97756979734555 51.05952021565509)
CRANSTON  WAY SE,CRANSTON DR SE,SCHOOL,LADDER CROSSWALK,2,PAINT,SE,POINT (-113.98803903148146 50.886060242860744)
WESTWINDS DR NE,47 ST NE,MULTIWAY STOP,REGULAR CROSSWALK,3,PAINT,SEW,POINT (-113.9659824795857 51.10006417366366)
14 AVE NW,21 ST NW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.11078789343694 51.06514059411646)
17 AVE SE,36 ST SE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.9815999450386 51.0378387254375)
24 AVE NW,22A ST NW,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.11464718250761 51.07420288190697)
MAHOGANY PLAZA SE,MAHOGANY ROW,RSM,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.94032599687807 50.89852306729781)
HARVEST HILLS BLVD NE,96 AVE NE,SIGNAL,RIGHT TURN,4,PAINT,NSEW,POINT (-114.06920113012401 51.142369009276614)
88 AVE NE,60 ST NE,SIGNALIZED,RIGHT TURN,4,PAINT,NSEW,POINT (-113.94674585972322 51.13252159871284)
13 AVE NE,BETWEEN 1 ST AND CENTRE A ST NE,MID BLOCK,PARKING STALLS,17,PAINT,S,POINT (-114.06086180302081 51.06440204567787)
5 ST SW,CHINOOK MALL/SOUTH ACC,SIGNAL,STOP X,1,PAINT,S,POINT (-114.07626268178903 50.99605064227374)
34 AVE SE,9 ST SE,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.0406670458981 51.023095906420835)
53 ST NW,VARSITY DR NW,SCHOOL,LADDER CROSSWALK,4,MMA,NSEW,POINT (-114.16446078712664 51.09329101459112)
ELBOW DR SW,BELAIRE DR SW,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.08314373463672 50.999806379210696)
17 AVE SW,45 ST SW,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.15280335825548 51.03781302269775)
26 AVE NE,48 ST NE,MULTIWAYS,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-113.96456596105739 51.07688382702071)
14 ST NW,5 AVE NW,SIGNAL,RIGHT TURN,2,MMA,NS,POINT (-114.09471584345606 51.057467303002284)
HIDDEN VALLEY DR NW,14 ST NW,MULTIWAYS,RIGHT TURN,1,MMA,S,POINT (-114.10605310399967 51.146341046953665)
BRIDLEWOOD ST SW,BRIDLEWOOD GARDEN SW,SCHOOL,LADDER CROSSWALK,1,PAINT,S,POINT (-114.10448740955202 50.901407005758394)
MT MCKENZIE DR SE,MT ABERDEEN CIRCLE SE,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-113.98154022714957 50.927777389937816)
SANDSTONE DR NW,SANDSTONE HILL NW,CORRIDOR,LADDER CROSSWALK,1,PAINT,N,POINT (-114.09008917704355 51.134450381201056)
84 ST SE,35M NORTH OF ROCHON AVE SE,MID BLOCK,STOP LINE,4,PAINT,NS,POINT (-113.91195733061143 50.953015703496646)
TUSCANY DR NW,TUSCANY VISTA RD NW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.25236689711141 51.11970651133013)
COUNTRY VILLAGE LI NE,COUNTRY HILLS VILLAGE WY NE,MID BLOCK,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.0688733130919 51.157878157977386)
RICHMOND RD SW,22 ST SW,CORRIDOR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.11357514056634 51.0312996455301)
8 AVE SE,60 ST SE,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-113.9469532021769 51.045212504554854)
150M EAST OF 19 ST NW,16 AV NW,SIGNALIZED,STOP LINE,2,PAINT,EW,POINT (-114.10415324728092 51.067020978517846)
DEER RUN DR SE,DEERFIELD DR SE,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.0122084838319 50.91773753790387)
BOWWOOD DR NW,33 AV NW,SCHOOL,LADDER CROSSWALK,2,PAINT,SW,POINT (-114.1758397200091 51.08238456151927)
BOWNESS RD NW,43 ST NW,SIGNALIZED,STOP LINE,2,PAINT,NS,POINT (-114.15575622211712 51.069080411551866)
26 AVE SE,28 ST SE,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.99186975423802 51.030506325897576)
41 AVE NE,PACIFIC RD NE,REGULAR,"""X"" RRXING",2,PAINT,EW,POINT (-114.04409307209556 51.09253943734072)
GREYHOUND WAY,BTW GSL & GREYHOUND STA,MIDBLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.09978349450247 51.046458591341604)
VALLEY SPRINGS RD NW,PATH E OF V SPR. TERRACE NW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.24375583426297 51.095081975289965)
WESTWINDS DR NE,SUPERSTORE ENTRANCE,SIGNALIZED,STOP LINE,2,PAINT,EW,POINT (-113.96858492009515 51.108882069303554)
STRATHCONA DR SW,STRATHCONA HL SW,REGULAR,REGULAR CROSSWALK,2,PAINT,NE,POINT (-114.16867844924373 51.0497120569628)
MARBANK DR,48 ST NE,SCHOOL,STOP LINE,1,PAINT,S,POINT (-113.9639897339977 51.063284396653025)
26 ST SE,24 AVE SE,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-113.99434910098391 51.03217864449332)
19 ST NW,2 AVE NW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.1055635033592 51.0545588911643)
SPILLER RD SE,23 AVE SE,CORRIDOR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.04527878352145 51.032986312605594)
BANFFTR NW,CROWCHILD TR NW,RSM,REGULAR CROSSWALK,2,PAINT,NS,POINT (-114.11778028328223 51.07252575800095)
BOWNESS RD NW,51 ST NW,RSM,MULTI USE XWALK,1,PAINT,E,POINT (-114.16907450089192 51.07621626647478)
FAIRMOUNT DR SE,94 AVE SE,CORRIDOR,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.05920067376579 50.96864430558551)
SILVERADO BLVD SW,SILVERADO DR SW,RSM,REGULAR CROSSWALK,3,PAINT,SEW,POINT (-114.07794787831943 50.88653488675473)
17 AVE SW,17A ST SW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.10290225675102 51.037828612530994)
MARTIN CROSSING DR NE,50 M NORTH OF,RSM,STOP LINE,2,PAINT,NS,POINT (-113.96791901444664 51.11772605285138)
VARSITY DR NW,VISCOUNT DR NW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.1521528444058 51.092889825814126)
QUARRY PARK RD SE,AT 108,MID BLOCK,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.00725042544498 50.96112339772346)
46 AVE SE,36 ST SE,SIGNALIZED,STOP X,4,PAINT,NSEW,POINT (-113.97632195787777 51.01261862581039)
45 ST SW,13 AVE SW,REGULAR,REGULAR CROSSWALK,2,PAINT,SE,POINT (-114.15265689202145 51.041525204010476)
TARADALE DR NE,TARARIDGE DR,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-113.94054164810407 51.11386271580221)
MACEWAN DR NW,MACEWAN VALLEY GATE NW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.11277382788973 51.14017199937423)
13 AVE NE,7 ST NE,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.04587374284635 51.064163048672796)
EDGEMONT BLVD NW,EDGEPARK BLVD NW,MULTIWAYS,REGULAR CROSSWALK,3,PAINT,NSW,POINT (-114.15078512298228 51.12526393977636)
194 AVE SW,SPRUCE MEADOWS WAY SW,RSM,STOP LINE,1,PAINT,E,POINT (-114.09383582831815 50.87769975223727)
37 ST SW,19 AVE SW,CORRIDOR,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.14122808003354 51.03625171964043)
OLD BANFF COACH RD SW,85 ST SW,SIGNAL,RIGHT TURN,3,PAINT,NSE,POINT (-114.21097198265088 51.06703161898262)
28 ST SE,34 AVE SE,MULTIWAYS,STOP LINE,4,PAINT,NSEW,POINT (-113.99145926927318 51.02322317905758)
111 GLENMORE TR SW,IN FRONT OF TRINITY LODGE,ELDERLY PEDESTRIAN,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.08730411555356 50.99393339739315)
VERMILLION ST NE,24 AVE NE,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.0162176817517 51.074268413009634)
14 ST SW,33 AVE SW,SIGNAL,STOP X,1,PAINT,W,POINT (-114.09469637412847 51.02400510499908)
5 ST SW,61 AVE SW,REGULAR,REGULAR CROSSWALK,3,PAINT,NSE,POINT (-114.07626038822828 50.997814996200326)
17 AVE SE,28 ST SE,SIGNAL,STOP LINE,4,PAINT,NSEW,POINT (-113.9930523694563 51.037867823868694)
17 AVE SE,48 ST SE,REGULAR,STOP LINE,2,PAINT,NS,POINT (-113.96435945761007 51.03781802491979)
MACLEOD TR S,34 AVE SE,RSM,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.05901069319714 51.02334790541702)
34 AVE SW,7A ST SW,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.08218634868813 51.02327533872027)
BLACKFOOT TR SE,42 AVE SE,SIGNAL,RIGHT TURN,4,PAINT,NSEW,POINT (-114.04853037030034 51.015965102558255)
13 AVE SW,1 ST SW,DOWNTOWN,STOP LINE,4,PAINT,NSEW,POINT (-114.0658548707689 51.04055322181702)
SUN VALLEY BLVD SE,SUNVALLEY DR SE (W LEG),REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.04452308277317 50.906636739086906)
14 ST SW,U TURN RAMP,MIDBLOCK,REGULAR CROSSWALK,2,PAINT,EW,POINT (-114.09496314522596 50.99485050799769)
4 ST NE,24 AVE NE,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.05250564314602 51.07425766340268)
COPPERFIELD BLVD SE,COPPERSTONE BLVD,RSM,LADDER CROSSWALK,1,PAINT,E,POINT (-113.92684839484733 50.91824392701816)
PARK AVE SW,5 ST SW,MULTIWAY STOP,STOP LINE,4,PAINT,NSEW,POINT (-114.07506694373636 51.0154613575186)
DALHOUSIE DR NW,DALGETTY DR NW,CORRIDOR,LADDER CROSSWALK,1,PAINT,E,POINT (-114.15019111529818 51.10341294779811)
KOVITZ AV NW,39 ST NW,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.1450074407071 51.079371231233374)
9 ST NW,21 AVE NW,SCHOOL,LADDER CROSSWALK,1,PAINT,S,POINT (-114.08311124689205 51.071442252763305)
COUNTRY HILLS BLVD NE,COVENTRY BLVD NE,SIGNAL,REGULAR CROSSWALK,3,PAINT,NSW,POINT (-114.04243334953144 51.154271909695005)
38 AVE SW,8 ST SW,SCHOOL,STOP LINE,4,PAINT,NSEW,POINT (-114.08363820666287 51.02010934209559)
33 AVE NW,79 ST NW,MULTIWAYS,STOP LINE,3,PAINT,NEW,POINT (-114.20359159513833 51.085667334770704)
71 AVE,BLACKFOOT TR SE,SIGNALIZED,STOP X,1,PAINT,E,POINT (-114.05356225153785 50.98830755197753)
METIS TR NE,80 AVE NE,SIGNALIZED,RIGHT TURN,4,PAINT,NSEW,POINT (-113.97013667475498 51.12522587739034)
SIENNA PARK TC SW,SIENNA PARK VW SW,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.18224136860835 51.026204939678806)
37 ST SW,25 AV SW,RSM,REGULAR CROSSWALK,2,PAINT,EW,POINT (-114.14119606962299 51.031601339850866)
CRANSTON RD SE,CRANSTON WAY,RSM,REGULAR CROSSWALK,1,PAINT,E,POINT (-113.98020374909146 50.886177564364985)
12 ST SE,11 AVE SE,RSM,LADDER CROSSWALK,1,PAINT,N,POINT (-114.03584114512483 51.03972883495301)
53 ST NW,VARSITY ESTATES DR NW,RSM,REGULAR CROSSWALK,3,PAINT,SEW,POINT (-114.16448766430749 51.10282980707545)
COUNTRY HILLS BLVD NE,CITYSCAPE GATE NE,SIGNALIZED,RIGHT TURN,2,PAINT,NS,POINT (-113.958376431788 51.154308702764155)
5 AVE NE,33 ST,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.98600681671614 51.057019750772916)
19 AVE SW,19 ST SW,SCHOOL,LADDER CROSSWALK,1,PAINT,N,POINT (-114.10630510834594 51.035974375450536)
ASPEN SUMMIT BLVD SW,ASPEN SUMMIT DR SW,RSM,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.20507050072843 51.04328451455559)
